Age,Estimated Income,Credit Card Balance,Bank Loans,Superannuation Savings,Saving Accounts,Properties Owned,Default_Risk,Debt_to_Income_Ratio,Savings_to_Debt_Ratio
55,162947.68,4364.04,376735.22,31274.8,214795.53,0,0,2.3387829762289343,0.6456839730311389
28,67440.8,2273.09,615934.86,28699.3,41854.88,3,0,9.166675810488606,0.11412675277509328
47,62701.19,3281.8,960388.88,25906.7,40940.79,2,0,15.36925662814374,0.069367494539219
21,75789.87,1435.8,246724.5,20154.0,31808.38,1,0,3.274320169700779,0.20938953817537226
78,59484.36,1970.24,472831.99,17739.0,152281.49,0,0,7.981967528943742,0.3580862118397973
53,169625.7,591.14,402941.34,21116.44,98597.92,1,0,2.378958377179873,0.29666524819700213
65,278807.46,5841.83,710283.7,40635.63,108429.06,3,0,2.5685307344358717,0.20815412326645685
59,178150.43,4455.69,1312815.7,33841.26,489958.92,2,1,7.394152178021686,0.397639990009963
50,64608.77,98.92,247860.03,21195.13,55760.16,3,0,3.8378528178140527,0.31035370833072035
32,62206.71,3899.26,377944.04,2184.16,53066.86,2,0,6.138297620947965,0.14469515454335707
43,165861.45,7941.24,576418.68,47607.3,31254.96,2,1,3.523181064677778,0.13495471257728872
49,387478.11,1266.27,1705090.3875000002,55895.84,476431.94,1,1,4.403749820860849,0.31196729341017415
45,74128.42,978.58,938480.14,27619.02,126486.81,1,1,12.673394630561395,0.16403665502550763
28,115567.05,382.54,382479.92,17257.5,114181.91,1,0,3.3129032886103777,0.3433062272382954
59,183064.32,4452.62,444775.06,21920.8,249666.36,3,1,2.453933568267153,0.604563270537402
73,154619.52,1647.37,261803.18,25201.26,409599.98,1,0,1.703863457860948,1.6504030437475126
47,61730.31,88.94,76568.42,5697.75,86011.37,2,0,1.2418107085481995,1.1963355333977925
25,290003.44,9451.63625,991961.8,14490.06,253157.25,2,1,3.4531088191574555,0.2672692746494246
79,67416.15,1533.53,678840.16,8053.5,8308.2,0,0,10.092146911385479,0.024048072687712706
67,208955.64,3146.46,76186.92,22115.52,72812.0,3,0,0.3796661339220133,1.1965495917406803
63,94710.69,1761.65,239733.22,17339.4,119813.3,3,0,2.549816393482087,0.5679297952383203
73,78349.89,3864.78,491588.57,23992.79,551194.09,0,0,6.323599816158007,1.1609281056872343
77,114059.46,1040.38,208829.09,12654.46,151405.86,1,0,1.8400005576039022,0.7817217924941988
75,261751.35,6208.93,420312.38,27447.68,486780.64,1,0,1.6294903923131627,1.2056305331367074
48,318685.72,2041.54,1461717.64,38548.44,369795.91,0,1,4.593111922303892,0.2789694347334958
35,284371.28,521.63,1183883.67,42186.24,676745.8987499999,2,0,4.164996197928285,0.6069979016069064
39,73123.68,1900.8,410214.0,10618.0,194351.23,3,0,5.635859683210692,0.49735833957348885
42,59404.8,1468.42,318361.73,35463.6,46306.06,1,0,5.383910896089204,0.25566509078305855
54,324937.61,9451.63625,1019102.41,51346.71,307756.64,2,1,3.1653893381255562,0.3491338176884668
40,220770.81,624.07,493159.95,42264.0,127706.47,2,0,2.236636356047251,0.3442195755553702
48,57704.98,2714.93,212865.53,2318.0,118656.01,3,0,3.7359073688267457,0.5611521974106679
32,132696.47,7039.93,1705090.3875000002,35217.6,427861.53,1,1,12.902606357953607,0.2704693999033751
45,183957.47,7809.43,988246.19,69891.1875,676745.8987499999,2,1,5.4145972979515316,0.7495930163588491
56,233672.19,1655.72,89810.62,4238.41,45953.68,0,0,0.39143014836296947,0.5487433000675432
45,77013.08,6162.84,379049.09,24701.34,317308.58,2,0,5.00190266380724,0.8878464178240331
56,152911.47,1988.76,464468.18,17541.12,194575.74,0,0,3.050503274868785,0.45473952056642014
85,295561.36,2434.13,896415.94,31806.27,127208.93,1,1,3.0411623156694096,0.17690939612498874
38,314447.35,1057.01,408232.6,44848.7,328068.47,3,0,1.3016157076852453,0.9111305289901471
20,126478.24,783.23,507764.48,19570.0,24976.14,1,0,4.0208316466136775,0.08759463768967185
45,92351.2,1451.26,145044.2,8788.81,30342.4,1,0,1.5862864803056163,0.2671136899826794
50,101642.35,4995.39,1462139.08,25257.05,39493.32,2,1,14.434283249059078,0.04413387265458179
83,58759.68,4877.08,242465.6,2220.4,29912.91,2,0,4.209394605280355,0.12991360846575906
79,146332.45,2300.98,347272.54,12936.0,78678.68,0,0,2.388899522969785,0.26207482170039165
62,168353.24,2353.21,56408.96,65213.46,365131.26,0,1,0.34904092133896564,7.3233748281449085
56,256284.54,380.49,566088.43,22198.4,83853.75,1,0,2.210312490952439,0.18721585428578447
59,78234.39,6008.08,667560.06,25758.04,31293.06,1,0,8.609617075048455,0.08469969393193993
54,384857.81,2567.16,509149.8,53106.0,621310.03,0,1,1.329626024738851,1.3179448108485388
32,130428.61,2763.07,817000.87,11748.96,182791.79,0,0,6.2851543077856915,0.23731284482598147
66,37133.18,3382.97,392384.53,5272.32,202689.8,2,0,10.658055679583596,0.5254640528490772
76,53516.56,4382.56,383121.98,16820.31,97608.22,3,0,7.2408342389720115,0.2952952104891197
84,203494.93,4085.55,792427.96,37430.61,101356.64,1,0,3.914168819832514,0.17424321623469233
56,168569.04,8236.71,1035797.46,15739.29,676745.8987499999,0,1,6.1935108012716915,0.6632776448996446
78,110879.81,425.06,110950.57,15968.46,47751.61,3,0,1.004471688759207,0.5721134676098567
77,212959.33,1905.32,184616.78,47416.16,14381.68,3,1,0.8758578457210586,0.33131467362487543
53,91782.11,2110.53,1039245.97,25158.3,144510.13,2,1,11.345963826719608,0.16293005043897027
42,130687.16,1414.06,35952.58,23800.07,26353.13,2,0,0.28592434023357766,1.3421559402734557
46,75941.86,977.61,240025.01,14295.24,51554.85,1,0,3.173514844118909,0.27323278380631794
68,112975.62,299.28,687264.12,31612.32,69584.31,2,0,6.085944914486861,0.14718131130698447
70,311415.86,1169.71,326966.56,5269.6,237592.47,1,0,1.0536915814114285,0.740123394090528
47,481365.87,2492.86,153204.28,22300.56,190667.97,1,1,0.32344864832232495,1.3678296349590304
27,78509.67,3239.24,465384.12,20112.96,145106.87,0,0,5.968989043005785,0.3525634689583785
18,313302.52,4679.33,1012987.16,21721.8,397786.63,2,1,3.248191205101063,0.4122254411408976
73,69271.91,1791.82,184785.4,13546.4,24123.58,3,0,2.693403718765658,0.2018991284191692
83,44252.99,293.48,726570.29,45239.43,122920.18,1,0,16.4251900267078,0.2313492370802343
72,67695.6,7478.8,960557.31,3591.45,174577.81,2,0,14.299837951063289,0.1840520969283915
56,193812.26,7730.72,855234.08,41258.5,305859.98,2,1,4.452581069948825,0.4022389763302323
75,148197.15,3152.68,315685.67,36119.7,159426.75,1,1,2.151447244430814,0.6133071404141303
84,289056.28,6996.13,662878.16,54635.31,89541.05,3,1,2.3174528157630756,0.21522865845671063
61,94483.25,1344.71,51539.61,29841.4,64460.4,0,0,0.5597216437834219,1.7831375512145904
64,38502.76,1802.43,0.0,1789.08,22322.98,2,0,0.04681300769087723,13.37011139883444
78,131489.18,1070.22,601552.34,39765.72,188218.72,0,0,4.583058164937982,0.37831982539813086
17,84832.26,2033.55,384710.44,17913.58,38521.65,3,0,4.558925932186647,0.14592362269515116
42,38807.25,1061.28,608245.61,35163.0,72316.78,1,0,15.70085203151473,0.17639650128279152
40,194389.86,1306.55,678417.69,27495.86,563747.1,1,0,3.4967062582379556,0.869826402209222
70,71368.28,1228.06,776907.32,12514.5,676745.8987499999,3,1,10.903098407303638,0.885783541890176
22,155237.17,5329.6,655011.17,55594.74,18255.52,3,1,4.253754239400267,0.11183642070681064
32,168014.18,2743.23,533283.18,26765.55,173423.14,3,0,3.19036411093397,0.37346726354907855
73,102181.31,1441.01,1170740.32,17165.72,466664.58,1,0,11.471582523261839,0.412760274248461
48,61144.48,1073.0,434022.49,3109.59,47612.08,0,0,7.1158588641198675,0.11657568186771629
78,86398.74,4677.67,913188.96,38655.63,152815.1,2,1,10.623611293405435,0.2086038593604178
46,69755.63,3214.56,639722.0,19885.25,98781.69,3,0,9.21698449286459,0.18456992931008726
53,405403.08,7229.62,410859.6,6798.3,114264.92,1,1,1.0312926581613537,0.28956242985066716
53,135796.5,3018.55,517134.19,16855.0,15960.03,0,0,3.8303839936964503,0.06308717495715786
35,231029.02,612.9,511206.39,28929.82,79346.42,1,0,2.2153896077644273,0.21155128492463632
72,110136.69,1100.3,289776.12,5533.44,93876.66,1,0,2.641049227101341,0.3417594256714736
24,134150.43,6849.47,464695.12,4758.87,375018.49,2,0,3.515043447866697,0.8053884249028816
81,33391.89,136.51,194137.58,5415.34,88295.33,0,0,5.818002215508017,0.4823607082101982
78,356326.52,9451.63625,1705090.3875000002,40778.75,478520.67,3,1,4.811716017516743,0.3028792003505418
62,133139.87,7672.03,930495.57,35311.72,676745.8987499999,2,0,7.0464812681580655,0.758986837493815
64,131466.97,1374.33,568476.47,27583.36,541771.9,3,1,4.334554907593899,0.9991286506421495
21,158341.71,4771.03,209619.6,29558.01,248286.51,2,0,1.353974451835843,1.2959671979731673
31,180874.06,4832.7,1371965.36,66917.12,676745.8987499999,3,1,7.611915495234641,0.5401391098785322
79,82419.81,387.73,648406.53,19836.32,269405.02,1,0,7.871824261667189,0.445812967252566
53,465670.73,3319.87,1139666.4,38016.24,676745.8987499999,2,1,2.4544945524061608,0.625345668766722
81,128955.65,3600.87,746744.67,15151.85,249132.11,0,0,5.818632529865889,0.35221587081616973
63,98343.5,304.16,355391.12,33137.08,78037.42,2,0,3.6168661884110285,0.3125545760557294
53,196620.55,7586.08,376984.12,64560.14,385692.0,2,1,1.955900336968847,1.170790064362594
74,291034.51,2546.17,119243.75,50628.73,232264.58,1,1,0.41847243476383605,2.322778331915056
69,142762.81,535.2,603533.2,7367.81,409375.55,1,0,4.231272836392054,0.6898931811477291
30,87475.5,1094.8,254842.28,38934.5,240098.87,0,0,2.925814428039851,1.0902378028310598
26,155729.63,6036.08,816917.54,29286.71,549815.89,1,0,5.284502506042042,0.7036871607817209
72,79782.49,315.96,398697.93,6279.04,139046.46,1,0,5.001271456932467,0.36421071905361724
68,234707.17,2232.51,260404.69,25305.24,49420.82,0,0,1.1189994749627803,0.2845209112764251
72,72706.79,295.81,269847.29,36381.42,85298.26,1,0,3.715514053089127,0.4504250879438048
78,177519.51,2303.53,472207.03,4661.36,95148.51,0,0,2.673005124901483,0.21034233602232996
17,154263.77,681.9,75552.48,22358.31,82971.56,2,0,0.49418201046169163,1.3816402567941553
17,99666.75,7211.88,174924.36,10370.0,239807.49,2,0,1.8274523850732565,1.3735658342028243
63,266276.84,4604.18,825051.87,17614.26,676745.8987499999,3,1,3.1157649685192297,0.8369243155952208
61,265427.26,2007.93,840128.49,26190.96,539458.94,1,0,3.1727578395677973,0.6716836071718555
80,84421.46,28.18,159327.91,35468.16,62382.58,3,0,1.887625373927435,0.6140344304730967
79,49503.77,4653.68,135150.12,20847.33,63034.69,2,0,2.8241041035864543,0.5999938485660007
33,291792.24,1261.5,78291.26,36552.78,564090.08,2,0,0.2726349405316605,7.550150489430041
41,46821.12,2450.74,947424.85,27346.2,23554.14,3,0,20.28733165716668,0.05358626640119639
71,285375.49,1778.32,713652.99,56313.84,98877.5,1,1,2.5069823270386675,0.2169196691717767
56,72070.73,1015.76,152068.24,17690.88,112415.63,3,0,2.1240800530256876,0.8498971813045041
67,98374.08,3358.87,544636.43,21012.3,95929.33,0,0,5.570525284709143,0.2133985758662969
64,91243.06,1529.42,125707.28,2150.05,0.0,0,0,1.3944808514751696,0.016897900543628188
62,471052.35,2021.98,1451497.43,9266.4,676745.8987499999,1,1,3.085685508203069,0.4719660584263829
60,35337.22,900.46,705853.18,6165.45,53040.53,2,0,20.00026148067109,0.0837716183936196
73,152280.52,1336.26,773813.19,13713.06,269621.77,2,0,5.090273201063406,0.3655223705281988
80,481365.87,6672.66,1705090.3875000002,61515.78,119688.48,0,1,3.5560540415962607,0.10585819947827826
69,91339.99,127.25,216548.95,2125.34,30212.84,1,0,2.372194260148266,0.1492458828155431
32,159579.97,3928.43,212778.25,25288.65,128306.6,3,0,1.3579817066013986,0.7087669897070561
57,181593.39,70.71,203307.15,24063.41,219803.35,3,0,1.1199629017333723,1.1990762461742583
23,30326.33,3886.38,409137.22,2020.58,71354.19,1,0,13.619307051001554,0.1776522996451059
18,76587.3,5079.92,822400.93,16762.62,325718.95,3,0,10.804413394910123,0.41388408700444607
39,75928.83,301.78,620326.0,7975.76,186553.17,1,0,8.173809342248525,0.31343846155507005
69,61750.34,908.21,761581.3,44720.64,115945.72,3,0,12.347940270450334,0.2107126028361979
42,286607.89,6838.6,1705090.3875000002,21810.06,192592.16,3,1,5.973069992944019,0.1252400633001938
85,191841.0,802.4,703536.8,22092.5,0.0,2,0,3.6714737725512276,0.03136623466898524
30,97698.89,688.57,371535.5,24092.92,33853.56,0,0,3.8099109416698593,0.15567591941080164
25,342396.72,3446.55,901247.99,54688.5,190084.65,2,1,2.6422406733335535,0.27055859035184365
68,80765.88,903.76,78101.29,13141.2,46477.95,3,0,0.9781983431617409,0.7546149946744585
73,176480.36,1190.71,585187.38,34644.45,123090.81,3,0,3.3226251918343777,0.2689987802941609
27,34363.72,3295.13,608489.7,21179.73,416295.13,1,0,17.80321891809152,0.7150784450172702
31,212002.5,3269.37,705539.64,13938.5,55769.58,0,0,3.343399299536562,0.09834522511892856
75,181525.44,4470.86,1133013.67,34293.6,50689.75,1,0,6.266254085377785,0.07471158775971419
60,61488.5,273.33,253955.93,31544.64,118537.79,3,0,4.134582238955251,0.5903405440406662
59,77567.8,482.03,260742.79,12646.48,179850.27,0,0,3.367696647320151,0.7368978686716343
39,81291.16,9274.12,1241203.44,10274.1,424089.98,1,0,15.382700406784698,0.347358278577763
26,129574.89,67.85,150913.81,6106.65,154035.28,0,0,1.1652077034369854,1.0606643835788825
24,341325.33,2981.66,477384.97,14667.12,232286.85,2,0,1.4073571100041122,0.5140936952808415
44,146610.24,683.43,435339.3,18992.4,64450.3,2,0,2.9740264390809266,0.19137192372534406
63,62305.63,805.37,238816.22,1775.5,103573.24,3,0,3.845905899675519,0.4396444425377424
37,189742.77,530.12,193600.01,23607.71,128009.79,2,0,1.0231226728691691,0.7810056017290993
36,481365.87,4891.11,1468097.33,34176.57,135553.02,2,1,3.0600184429361397,0.11522797475045034
26,297603.88,4773.3,957889.71,47232.57,577519.78,0,0,3.2347125649033877,0.6489827639863673
75,252612.86,8765.06,311486.21,27437.76,303904.74,1,1,1.2677552124622635,1.0346296686671417
74,121293.88,2167.26,1183417.53,20721.92,0.0,3,0,9.774481531961877,0.01747821218403773
64,283076.28,2479.94,434375.62,44260.65,71552.4,1,0,1.543243255846092,0.26510543872798886
25,110572.21,1933.21,476101.86,18163.2,22403.77,2,0,4.323284033121885,0.08486173438753272
54,62559.67,778.54,245560.97,26774.23,61857.87,3,0,3.9376727850386684,0.35979506578110115
18,200436.8,848.07,479104.12,62653.45,398672.33,1,1,2.3945312936546586,0.9611891109630921
58,144736.43,1535.32,492107.21,29361.41,172530.64,1,0,3.4106308273597743,0.40898348247367894
38,117501.67,5583.4,351717.87,34283.52,181237.26,0,0,3.040818653896579,0.6031889469943753
50,70908.01,1760.37,441249.45,5827.36,129655.91,2,0,6.247669621527949,0.3058238396976399
84,64212.22,2864.03,665377.22,27972.56,221006.79,2,0,10.40676136099951,0.37258845875129865
63,149346.65,2580.41,590881.85,29221.08,452480.26,0,1,3.9737232807029823,0.8116784516702854
55,109855.48,2247.4,458086.39,19648.2,29866.0,3,0,4.1903580048988,0.10756128164894944
60,103961.09,2256.38,490614.39,20240.92,256386.56,3,0,4.74091575992518,0.5612564907095409
24,433365.49,6543.32,980636.28,11774.58,415070.36,3,1,2.2779377287286997,0.432387893360141
67,150898.04,42.64,284352.57,18778.08,321804.62,2,0,1.8846845856977334,1.1975641306893645
28,139596.55,9451.63625,222968.93,26119.98,78123.94,3,1,1.6649449162604666,0.44851225160350194
62,141515.02,1563.07,333744.67,4827.24,77183.95,1,0,2.36941449748585,0.24458411075118414
69,66543.57,1225.84,333472.48,4081.02,22289.7,1,0,5.029762004052382,0.07878928466302232
79,422382.63,1356.79,1596542.92,26844.09,376317.65,2,1,3.783062078097293,0.25230712864505833
60,481365.87,4794.87,369137.25,5781.28,222191.87,2,1,0.7768147750067947,0.6096628990767119
60,92607.75,999.9,102478.95,19835.0,60715.79,2,0,1.117388663475789,0.7784200498937718
18,328107.32,8433.07,86324.17,35319.24,377156.08,1,1,0.28879953059261215,4.352922975352857
76,59980.67,19.18,478753.3,24186.96,119260.97,0,0,7.982112904040585,0.29961544653642885
63,96059.68,817.66,1309510.87,14301.41,430668.98,1,1,13.640775505394148,0.33958663054781335
82,138340.67,275.81,533544.02,14770.47,119075.16,1,0,3.8587338777526523,0.2507313736708251
84,145503.59,975.67,466532.68,27033.75,124924.76,2,0,3.2130365305763244,0.32503844040766244
51,138844.41,6568.94,629977.95,22795.47,116189.73,0,0,4.584605818844272,0.21834209520355183
50,87964.25,3876.82,235674.21,28324.17,39101.44,1,0,2.723277126787303,0.2814654085795057
57,187601.47,5015.04,0.0,4761.21,231573.14,3,0,0.02673241313087792,47.11572276138149
18,37871.02,3608.56,93376.13,34761.58,84035.23,1,0,2.5609209891890954,1.2248900843000652
63,307054.44,1717.51,531702.4,35028.9,267854.7,3,1,1.737216078034892,0.5678135114725817
35,334843.23,9451.63625,1705090.3875000002,68760.51,232278.67,1,1,5.1204321011656715,0.17557983429402407
54,102583.5,4758.13,939876.6,22735.5,25798.8,3,0,9.208447069947896,0.05137885267160073
53,99151.32,3352.33,357978.08,27849.22,107419.55,2,0,3.644231967864876,0.37436205725929006
41,170208.96,2939.72,313549.47,29922.0,267197.54,0,0,1.8594155677820954,0.9387954173239936
84,156360.76,2619.3,491419.66,36720.54,186061.39,2,0,3.159609610493067,0.4509390900282642
51,254049.93,8670.15,142987.99,6954.57,171268.01,2,0,0.5969619436620195,1.1751522526106901
66,261771.18,2516.3,785259.37,20614.6,441629.21,1,0,3.00940565726143,0.5867701184905615
77,162652.13,5965.1,158088.09,37196.72,222474.61,0,1,1.008613843544502,1.5828387559013273
40,230764.8,1907.49,676955.94,21653.4,193079.49,2,0,2.9417980125218404,0.31631188866383825
72,316487.54,2178.25,1133288.14,51908.88,323160.2,3,1,3.5877127737793404,0.33032131376313684
74,36006.03,2452.18,862294.27,36840.36,259335.39,0,0,24.016711922975126,0.3424997090190899
59,348927.59,2000.06,684129.09,32421.72,228611.45,0,1,1.9663940876673007,0.38044264634049385
26,38281.04,1912.32,1038515.84,26898.4,435052.61,1,0,27.17868062100716,0.4440004449702275
65,80225.54,4444.44,947589.94,12850.1,18547.75,3,0,11.86697378415901,0.03297970922047036
52,481365.87,7984.1,1236981.31,11373.06,223710.37,1,1,2.5863184068284695,0.18882712666922472
65,139535.92,7107.55,649611.07,58891.42,280987.71,1,1,4.706448490109213,0.5175406972004278
65,204212.28,3970.98,139875.97,39148.16,450727.16,2,0,0.7043991184075709,3.405507829621485
67,349188.0,5869.14,692863.5,49402.5,234789.94,0,1,2.0010213409395514,0.4067250003878445
47,84800.04,6607.74,1067368.02,46266.9,676745.8987499999,2,1,12.664802516602588,0.6732108418714758
30,114430.69,2375.51,336785.06,15505.6,23402.1,1,0,2.9638951753240326,0.11471730125556381
66,170920.42,2695.5,333446.4,5516.55,526163.7,1,0,1.9666573484900165,1.5817089993571185
48,321119.76,7706.54,860889.43,48322.6,194913.39,2,1,2.704897294392597,0.2800332011289425
30,138366.66,1997.79,1181014.0,25964.12,518543.75,1,1,8.549832669228266,0.4602721750793582
41,139498.46,6892.77,187627.59,21813.72,343470.45,2,0,1.394426576465432,1.8778614852374056
29,292103.82,4907.84,447035.1,10039.35,353390.36,1,1,1.5471996908496437,0.8041477666455711
47,181982.24,2754.02,231460.32,4557.84,110734.36,3,0,1.2870175683077645,0.4922487143668728
47,41258.88,970.1,540708.32,31081.95,676745.8987499999,2,0,13.128771794096203,1.306728338968462
35,138442.89,661.96,258408.86,4883.13,537088.28,0,0,1.8713190688232524,2.091973607936209
64,116508.94,68.27,294887.78,14003.02,12744.4,2,0,2.5316173162334157,0.09068242308498811
44,111496.5,1799.03,274664.43,7301.0,217090.51,3,0,2.4795707488575878,0.8116468568871383
38,73812.6,43.02,328683.77,9656.94,243895.76,3,0,4.453532188271379,0.771315075004763
60,51971.25,774.4,61186.4,24291.0,269907.17,0,0,1.1922130023811242,4.7480571900751745
85,90061.21,1568.54,127661.63,22896.08,230904.93,1,0,1.434914876226957,1.963930296382831
65,112254.77,592.42,1414317.17,9488.16,45883.63,3,0,12.604449592654278,0.03913447986844172
19,200034.65,4542.5,656478.11,36168.0,189398.87,3,0,3.3045305400839307,0.3412397818582663
72,468818.09,3952.77,204628.21,32124.55,87370.81,3,1,0.4449081305714973,0.5728939767471763
64,102656.95,1680.06,36116.99,10408.53,18320.59,0,0,0.3681879307733183,0.7600688395300818
21,58419.24,5453.73,211534.52,32798.48,163440.22,3,0,3.7143285328600646,0.904370608221375
72,140855.22,1083.38,669122.46,12999.46,157107.48,2,0,4.7581185844585665,0.2538125991074636
34,303715.37,7323.54,830988.06,37170.7,676745.8987499999,2,0,2.7601882644266573,0.8516114379647876
40,67402.74,1495.84,127332.4,2197.44,146761.44,3,0,1.9113205190174758,1.1562505530576754
48,50226.88,2153.36,371797.72,18022.25,6943.01,3,0,7.445238087653463,0.06676058600877419
83,33952.28,3527.35,284148.91,7396.32,65913.44,2,0,8.472958517071607,0.2548333504010711
17,284819.62,3858.7,476516.68,39901.68,213540.03,1,0,1.6865951158842218,0.5275898660962473
58,236893.51,827.3,842966.36,30897.72,55021.42,0,0,3.5619112570876257,0.10182470223264982
42,223656.45,1089.96,486874.06,30746.24,8193.05,2,0,2.1817569759334012,0.07979934709254365
43,233880.87,9451.63625,729742.35,5531.35,668070.31,0,1,3.1605577072207742,0.9112638377287154
54,325866.66,6912.26,136488.84,6405.63,374116.71,0,1,0.44006066775901537,2.6535339440635806
76,94314.48,8565.48,1459532.03,15868.8,471906.57,3,1,15.56598212702864,0.33224975482060803
32,274475.79,1837.22,720813.94,56993.09,629134.17,0,1,2.632841169707536,0.9494571496195349
22,381103.3,4636.72,573978.5,22245.55,103965.66,0,1,1.5182634734467007,0.21812594538051494
75,185228.22,1959.95,163347.16,19918.6,265362.28,3,0,0.8924509990972219,1.725752475181042
83,210650.82,4093.55,707178.12,28919.28,15045.61,1,1,3.376543561520435,0.06181158345364232
24,72484.3,1117.01,353225.87,14037.84,88529.66,2,0,4.888546623199782,0.2894575179342733
26,264913.69,4641.0,208822.95,52901.25,395276.3,2,1,0.8057867828574659,2.099536949742803
70,345819.23,2177.56,286200.71,24722.72,676745.8987499999,2,1,0.8338988841077463,2.4324516070451243
29,168308.61,2541.18,126578.89,12991.26,68561.44,1,0,0.7671625949498365,0.6315987003515383
66,95699.35,3145.64,113185.12,29523.37,50833.55,0,0,1.215585685796194,0.6907565053601871
72,390347.05,655.56,798844.1,32717.64,239459.29,3,1,2.048176513694673,0.3404336526751585
57,142392.94,6610.96,1055434.98,45693.12,676745.8987499999,1,0,7.458557566126522,0.6802326634922558
54,379053.54,3644.96,1705090.3875000002,45646.51,29191.37,3,1,4.5078997217648995,0.04379720728097873
52,47929.95,430.03,431728.82,17458.89,6393.82,0,0,9.016467782670336,0.05519418335599662
82,264217.61,6889.08,531769.66,31962.48,276007.13,3,1,2.038693560205923,0.5717331130037674
70,183031.56,7551.25,534932.29,35955.0,249583.09,0,1,2.9638797811699797,0.526352492920812
39,58847.05,3625.72,327630.0,1731.01,96529.07,0,0,5.629096445786152,0.29662818613913705
35,305474.84,2999.95,1345293.0,55916.76,48044.53,3,0,4.413761048209404,0.07710580470972225
60,307944.31,4015.03,1321538.58,14357.46,340952.18,2,1,4.30452379522778,0.268046021883625
31,210111.51,2337.17,0.0,37398.0,28247.2,3,1,0.0111234743874812,28.07546072355731
73,72711.11,1623.58,282070.49,13876.45,220004.46,3,0,3.9016605577882113,0.8244094971407152
62,153294.08,3531.65,1032232.17,47332.48,144853.69,1,0,6.756711152837736,0.18555000738488106
20,365561.24,2684.87,349750.23,37850.85,57497.71,1,1,0.9640931844962556,0.27054141162043277
43,278325.13,309.1,499815.56,31407.42,103761.44,0,0,1.7969080262353598,0.27026979579492083
40,64687.9,4105.25,790835.81,26213.12,132289.54,2,0,12.288867933570266,0.19938894666109375
40,49767.51,1961.3,168992.5,18779.1,60560.52,3,0,3.4350482875273443,0.46409705957364167
61,96837.0,1942.2,638341.65,22583.88,98089.12,3,0,6.611975278044548,0.1884676796585145
17,112505.67,711.99,223278.61,11242.8,635764.74,3,0,1.990927212824029,2.888534837913565
49,432010.28,2651.85,863853.28,23347.32,182998.27,3,1,2.0057511825875993,0.23813517626239988
19,113684.56,1165.52,412964.8,5710.4,67359.54,3,0,3.6428018017574244,0.17644147271932967
50,69433.57,5019.15,1145286.56,29961.25,415800.66,1,0,16.566996483113282,0.3875157000518583
80,129996.19,1028.05,447947.22,7533.34,240473.74,3,0,3.453757144728626,0.5523834923391385
62,100901.3,3312.76,50876.78,21168.0,81215.44,2,0,0.5370549239702561,1.8893231180202301
20,167943.88,2149.58,665637.27,14054.01,64928.85,2,0,3.976249983030045,0.1182753774271275
84,131150.24,3437.66,298772.43,13680.75,438456.25,0,0,2.3043045136631086,1.4960966521777876
19,366034.24,3038.1,559075.84,17474.68,676745.8987499999,2,1,1.5356867707239628,1.2350153489071116
76,128380.31,9451.63625,1705090.3875000002,39652.86,124992.29,2,1,13.355179028232602,0.09602859054530621
17,402930.83,2162.17,395885.87,9845.77,508795.98,0,1,0.9878818158441734,1.3029594293205682
61,480745.86,3950.53,270004.92,69602.45,324567.12,1,1,0.569855037337191,1.438803758772608
69,113169.48,2889.41,163914.44,26216.72,286478.47,0,0,1.47392963191136,1.8746168951322455
64,282986.86,2710.46,672434.41,4808.73,676745.8987499999,0,1,2.38578169318533,1.0094924060633
63,79064.7,1989.26,440512.8,40560.0,125510.37,3,0,5.596708265509134,0.3752976759075971
42,217152.92,3213.6,442208.52,40432.6,293878.13,1,0,2.0511910224370915,0.7505464242628447
56,205230.68,2756.14,214775.49,9475.87,27178.24,2,0,1.059937188728313,0.16849936489987732
56,141076.93,7681.52,286219.49,23841.48,205328.33,2,0,2.0832676894797757,0.7797490394842825
40,89051.64,502.5,234064.86,4331.32,41616.43,1,0,2.63405996790177,0.1958821300536867
66,36306.25,2902.89,509390.4,5281.5,108454.55,0,0,14.11033334480978,0.22201311281451136
72,131060.16,1647.92,1230159.76,27387.8,380338.08,2,0,9.398795789658733,0.33099773253749115
39,347873.76,789.48,583355.94,8150.87,103981.18,3,1,1.6791879330019026,0.19195880717714575
24,53882.64,3158.74,378781.62,4068.8,279191.43,0,0,7.088375031364461,0.7416327731565914
60,231058.46,1811.87,852715.89,15558.48,384459.49,2,0,3.698318425562085,0.4681152802861778
66,335256.24,8125.45,1617781.81,59449.08,604555.08,1,1,4.849744959258626,0.40838968368362916
78,151559.32,3992.64,342906.43,17095.08,44730.08,0,0,2.288866629910981,0.17822181471453724
64,44123.98,651.4,450969.08,8392.63,183999.76,3,0,10.235261642308785,0.42600363029676974
34,91594.72,4577.2,1003171.83,27913.6,447070.51,2,0,11.00226115653828,0.47133127845205824
79,196645.5,3375.24,1206252.96,37964.5,185213.07,2,0,6.1513139125990675,0.18450081231504664
43,361257.67,8534.37,704827.56,51674.68,72797.54,0,1,1.9746623787946151,0.17448652679499338
41,21741.38,2407.21,327242.89,6296.72,22650.89,2,0,15.162335601511957,0.08781287245818381
26,285493.07,741.33,395561.73,47536.45,191085.97,2,0,1.3881354808367152,0.6021195442711336
71,264059.28,327.78,315540.1,33093.98,453748.47,3,0,1.1962006410075796,1.5412801982898725
